sample_id,text,label,model,generation_round
qwen3-8b-4-734a6f0572,"Hôm nay mình làm được cái việc nhỏ mà lâu nay luôn nghĩ là không thể, mình thấy vừa vui vừa ngại. Nhưng mà cái cảm giác khi mọi thứ cuối cùng cũng ổn rồi, mình lại thấy ghê thật, như kiểu mình đã vượt qua cái gì đó mà không biết mình đã sợ đến thế.",4,Qwen3-8B,1
llama-3-8b-instruct-3-d21735466d,"Mẹ tôi gọi điện vào yesterday evening, muốn hỏi về tương lai. Tôi nghe thấy giọng nói của bà ấy, cảm giác lo lắng lại nổi lên trong tôi. Mẹ hỏi về những kế hoạch, những ước mơ của tôi, và tôi lại lo lắng không yên. Lo lắng về tương lai, lo lắng về những quyết định tôi đang phải đưa ra. Lo lắng đến nỗi, tôi không thể tin vào điều mình định làm, những điều mình định trở thành. Tim tôi lại đập nhanh, và tôi cảm thấy mình không chuẩn bị kịp. Sợ mình không thể nào xoay chuyển tình thế, sợ mọi thứ vượt ngoài tầm kiểm soát. Cảm giác lo lắng này có thể làm tôi tan chảy, nhưng tôi cũng biết rằng phải vượt qua.",3,Llama-3-8B-Instruct,1
llama-3-8b-instruct-5-45213c5b96,"Tôi vừa nhận được tin tức gây chấn động. Mẹ gọi vào để chia sẻ một tin mới, và tôi không tin được vào tai mình. Phải đọc lại hai ba lần mới dám khẳng định là thật. Mẹ mới về từ nước ngoài, và tin này ảnh hưởng đến gia đình chúng tôi sâu sắc.",5,Llama-3-8B-Instruct,1
llama-3-8b-instruct-2-00af6d21d8,"Tôi vô cùng phiền phức sau khi bị người khác hiểu sai. Đôi lúc tôi tưởng tượng ra những cảnh như thế này, và ngày hôm nay lại thêm một nữa vào danh sách. Tôi đã nói rõ ràng, nhưng họ lại không chịu nghe. Tôi cảm thấy máu nóng trong người, muốn kịch liệt với họ. Nhưng tôi biết đó chỉ là một sự sai lầm, và tôi không nên cho phép emotions thống trị tôi. Tôi nhấm, ngồi xuống, và cố gắng bình tĩnh.",2,Llama-3-8B-Instruct,1
qwen3-8b-3-a4b924a160,"Hôm nay, tôi thức dậy trong trạng thái mệt mỏi như thể cơ thể mình đang bị đè nặng bởi một thứ gì đó không tên, không rõ ràng. Cả ngày, tôi cố gắng vận động, cố gắng tập trung vào công việc, nhưng mọi thứ cứ như thể đang lùi lại, chậm chạp và không thể nắm bắt. Tôi sợ rằng mình đang mất dần khả năng kiểm soát cơ thể, sợ rằng sức khỏe của mình đang trôi ra ngoài tầm với của tôi. Có những khoảnh khắc tôi phải ngồi lại, thở sâu, và tự nhủ rằng mình phải bình tĩnh, nhưng cảm giác lo lắng vẫn âm thầm bám theo, như một thứ gì đó không thể xua tan. Tôi sợ mình sẽ không còn đủ sức để đối mặt với những ngày tiếp theo, sợ rằng một ngày nào đó, tôi sẽ không còn có thể đứng dậy và làm điều gì đó.",3,Qwen3-8B,1
qwen3-8b-0-099b7cfbc7,"Sáng nay ngồi thi ở phòng máy, tiếng đồng hồ tick-tick vang lên trong im lặng, tôi cảm thấy lòng mình như lắng lại. Những câu chữ trên trang giấy trắng không còn là gánh nặng, mà trở thành cơ hội để mình chứng minh, để được tận hưởng khoảnh khắc mình đã dành cả tháng nay để chuẩn bị. Có lẽ vì vậy, dù vẫn căng thẳng, tôi lại thấy trong lòng nhẹ nhõm một cách kỳ lạ.",0,Qwen3-8B,1
qwen3-8b-6-bf34a1b776,"Tôi ngồi một mình trong góc phòng, nhìn những dòng tin nhắn chưa đọc trên điện thoại. Không phải vì bận rộn, mà vì không còn muốn làm gì khác ngoài việc chìm vào thế giới của chính mình. Có lẽ hôm nay là một ngày bình yên, nhưng trong lòng lại thấy chùng chình, như thể đang trôi dạt giữa hai cơn gió đối đầu.",6,Qwen3-8B,1
llama-3-8b-instruct-1-52c2dd8f78,"Cả buổi chiều cứ ngồi thẫn thờ, không muốn làm gì. Lòng của tôi cứ trào phồng, như thể có một thứ khó tả đè xuống. Tôi không thể tìm ra lý do cho thấy mình buồn như vậy. Sáng nay, tôi đã có một ngày làm việc hiệu quả, hoàn thành những công việc dự định. Người khác sẽ phàn nàn tôi có thể quá sức, nhưng tôi lại cảm thấy chán ngơi. Cảm giác này, tôi không thể giải thích, chỉ thấy mình ngồi đây, hoàn toàn vô tri. Buổi chiều hôm nay, tôi không thể tìm ra niềm vui hay niềm tin. Chỉ có cảm giác chán ngơi, như thể con người của tôi đã chết.",1,Llama-3-8B-Instruct,1
qwen3-8b-1-9f6584820a,"Hôm nay công ty thông báo mình sẽ phải chuyển sang bộ phận khác, không phải là mình muốn, mà là họ nghĩ mình phù hợp với nơi khác. Thật ra mình cũng không hiểu vì sao, vì mình đã làm tốt ở đây suốt thời gian qua. Ngồi trong phòng, nhìn những đồng nghiệp vẫn tiếp tục làm việc như thường, mình cảm thấy mình đang dần xa rời họ, cũng như xa rời cái môi trường quen thuộc này. Có lẽ sẽ không còn cơ hội gặp lại họ nữa, và điều đó khiến mình buồn quá.",1,Qwen3-8B,1
llama-3-8b-instruct-3-2a969c5940,"Tôi không thể hiểu được những con số và những tỷ lệ. Mọi thứ đều giống như một chồng núi sụp đổ, đè lên tôi. Tôi sợ rằng mình sẽ không thể trả nợ, sẽ bị thu giữ và buộc phải bán hết tài sản. Tim tôi đập nhanh mỗi khi nghĩ đến ngày mai.",3,Llama-3-8B-Instruct,1
qwen3-8b-0-5a56207bef,"Chiều nay tôi ngồi lặng lẽ bên cửa sổ, nhìn ánh nắng chiều nhạt nhòa qua khe cửa, lòng như chìm trong một cảm giác buồn bã không tên. Cả ngày qua, tôi không làm gì đặc biệt, chỉ lang thang trong những khoảnh khắc trống rỗng, nhưng có lẽ đó là thứ khiến tôi thấy nhẹ nhõm hơn, như được sống chậm lại, cảm nhận rõ hơn nỗi đau và niềm vui ẩn mình trong từng hơi thở.",0,Qwen3-8B,1
qwen3-8b-5-a6501a4f38,"Sáng nay đang dọn dẹp nhà, mình đụng phải một cái hộp cũ, mở ra thấy toàn giấy tờ của ba mẹ năm xưa, còn nguyên dấu tích mực đỏ của mẹ từng ghi chú. Mình bỗng thấy cả người run lên, không hiểu vì sao lại xúc động đến thế.",5,Qwen3-8B,1
llama-3-8b-instruct-6-de5d0512e8,"Tôi ngồi vào ghế, ngó ra ngoài cửa sổ, và ngắm nhìn ngọn cây xoan ngoài trời. Chưa bao giờ tôi cảm thấy này, cảm thấy như thể toàn bộ công việc, toàn bộ thực tập của tôi đều dừng lại, và tôi mới có thể ngắm nhìn những điều nhỏ bé trong cuộc sống. Tôi cảm thấy khác, khác hẳn với cảm giác khốn đốn, với cảm giác không ngừng. Có thể, đây là điều tôi cần tìm, cần tìm lại cảm giác sinh sống.",6,Llama-3-8B-Instruct,1
qwen3-8b-3-5b5de2c634,"Sáng nay gặp lại bạn thân, mình thấy sợ quá, cứ như lần đầu gặp lại sau một đời người. Nervous đến mức tay run, miệng khô, nhưng vẫn cố nở nụ cười thân quí. Cảm giác đó thật lạ, như vừa trải qua một cơn khủng hoảng nhỏ, nhưng rồi lại thấy vui vì mình vẫn còn đủ can đảm để cười.",3,Qwen3-8B,1
qwen3-8b-4-9225ae45d9,"Hôm nay có một lúc mình thấy ghê thật, không biết sao lại cảm thấy vô cùng buồn và ghét bản thân mình đến vậy. Mình không thể hiểu vì sao mình lại để người ta làm mình tổn thương như vậy, như thể mình đang nghe một câu chuyện mà mình không muốn nghe. Mình cố gắng không nghĩ về chuyện đó, nhưng ánh mắt và giọng nói của anh ấy vẫn cứ vang trong đầu, khiến mình không thể tập trung làm gì cả. Mình cảm thấy mình như đang bị mắc kẹt trong một giấc mơ kinh khủng mà không thể tỉnh lại. Có lẽ mình cần thời gian để bình tĩnh lại, nhưng giờ này mình chỉ muốn quay lại quá khứ và thay đổi điều gì đó, dù không biết mình có thể làm được không.",4,Qwen3-8B,1
qwen3-8b-3-ea44b450be,"Tôi ngồi im lặng bên cạnh bàn học, tay nắm chặt mép ghế, lòng như nặng trĩu. Có lẽ vì sợ rằng, nếu mình không nói ra, sẽ không còn cơ hội gặp lại người ấy. Nhưng nếu mình nói, liệu có ai đó sẽ hiểu? Mình chỉ muốn giữ im lặng, nhưng nỗi sợ ấy cứ như cành cây gãy, run rẩy trong bóng tối.",3,Qwen3-8B,1
llama-3-8b-instruct-2-c28e9d8bd6,"Mẹ hỏi tôi về chuyện kinh doanh hôm nay, nhưng lại không tin vào những số liệu tôi trình bày. Tôi đã giải thích rõ ràng, nhưng họ vẫn không chịu lắng nghe. Càng tức hơn, cảm thấy họ chẳng tôn trọng chút nào.",2,Llama-3-8B-Instruct,1
qwen3-8b-4-75d1678bf1,"Chiều nay mình phải ngồi ăn cơm với cả nhà, mà cái mùi cá thối trong nồi cơm trắng kia khiến mình muốn nôn lên. Không hiểu sao mọi người lại ăn ngấu nghiến như đang chém đứt lìa, còn mình thì chỉ muốn vội vã chạy ra ngoài, cởi áo khoác và hít thở không khí trong lành ở cuối đường.",4,Qwen3-8B,1
qwen3-8b-4-7d9d6da60d,"Chiều hôm qua, mình chứng kiến một cảnh tượng khiến mình cảm thấy thật sự ghê sợ. Một người đàn ông đang ngồi trên ghế, tay nắm chặt tay mình, mặt tái nhợt, trào ngược axit lên miệng, ngạt thở, nhưng không ai dám lên tiếng giúp. Mình không biết làm sao, chỉ thấy tim mình thình thịch, như thể mình đang nhìn thấy sự đau đớn của người khác mà không thể làm gì.",4,Qwen3-8B,1
qwen3-8b-3-56033f3dd6,"Tối nay tôi thức mãi, não bộ như bị lu mờ bởi những suy nghĩ về sức khỏe. Mỗi lần thở, tôi đều nghĩ đến việc mình có thể bệnh nặng, mà không biết làm sao để an tâm.",3,Qwen3-8B,1
llama-3-8b-instruct-3-707596c928,"Mỗi lần mình nghĩ đến tương lai, tim lại đập nhanh. Mình lo lắng về tương lai, sợ rằng mình sẽ không chuẩn bị đủ, sợ rằng mọi thứ sẽ vượt ngoài tầm kiểm soát. Mình lo lắng về những khoản vay, những nghĩa vụ tài chính, những chi tiêu không ngừng nghỉ. Mình sợ rằng mình sẽ không có đủ tiền để trả hết nợ, sẽ phải vay thêm, và sẽ phải trả lời những vấn đề tài chính đau đầu.

Mình không thể quên những lúc mình không đủ tiền, không có đủ khả năng để trả hết nợ. Mình lo lắng về những khoản chi tiêu không ngừng nghỉ, những nghĩa vụ tài chính ngày càng tăng. Mình lo lắng về tương lai, về những vấn đề tài chính sẽ đến. Mình lo lắng về tương lai, về những khó khăn sẽ gặp phải. Mình lo lắng về tương lai, về những quyết định sẽ phải đưa ra.

Mình không thể bình tĩnh, mình lo lắng, mình sợ. Mình lo lắng về tương lai, về những vấn đề tài chính sẽ đến. Mình lo lắng về tương lai, về những khó khăn sẽ gặp phải. Mình lo lắng về tương lai, về những quyết định sẽ phải đưa ra. Mình lo lắng về tương lai, về những vấn đề tài chính sẽ đến. Mình lo lắng về tương lai, về những khó khăn sẽ gặp phải. Mình lo lắng về tương lai, về",3,Llama-3-8B-Instruct,1
llama-3-8b-instruct-2-1a74b65f98,"Tôi vừa chiến thắng một đề thi đã hơn hai tháng nay, và cảm giác vừa được giải thoát. Đột nhiên, một niềm vui, một niềm hy vọng bay lên, tràn ngập trong tôi. Cũng có chút hân hansa, chút khoái lạc, nhưng đằng sau đó, tôi cảm thấy một chút tức giận. Tại sao phải bỏ công sức, bỏ máu người để giành được điều đó? Tại sao người khác lại cho là tôi là người may mắn? Tất cả những câu hỏi này trào ngục trong tôi, không dứt. Tới giờ phút này, tôi vẫn không thể ngủ, vẫn không thể yên tâm. Cảm giác chiến thắng là tốt, nhưng cảm giác bị lừa là khó quên.",2,Llama-3-8B-Instruct,1
llama-3-8b-instruct-1-84656f4c54,"Mẹo mỏng, ngày trôi qua như nước chảy. Lúc nào chúng ta có thể ngừng lại và nhìn lại mình? Có thể không phải là lúc này, nhưng trong đầu tôi lại xuất hiện hình ảnh những ngày đã qua. Tất cả những khoảnh khắc đẹp và đau, những tình huống khó khăn và những quyết định không thể đảo ngược. Tôi nghĩ về anh, và tưởng nhớ những ngày còn lại của chúng ta.

Từng có một lần, anh còn lại với tôi, và tôi vẫn nhớ. Nhớ đến cách anh cười, cách anh nói, cách anh ôm tôi... nhưng tất cả đã trở thành ký ức. Tôi không thể nhớ rõ họ anh là ai, nhưng tôi nhớ cách anh làm tôi khát khao. Cảm xúc trong tôi như một vực sâu, và tôi không tìm được lối thoát. Tôi chỉ ngồi đây, nhớ về anh, và buồn không thể chia sẻ cùng ai.",1,Llama-3-8B-Instruct,1
qwen3-8b-3-e3529c5ae5,"Chiều hôm nay trời chuyển lạnh, gió thổi qua cửa sổ như tiếng thì thầm nhắc nhở về sự mong manh của thời gian. Mình đứng trước bàn làm việc, cảm giác lo âu bỗng dưng ùa về, như sợ mình sẽ lỡ mất một điều gì đó quan trọng trong hôm nay.",3,Qwen3-8B,1
qwen3-8b-1-a8dde37584,"Chiều nay, tôi ngồi nhìn màn hình điện thoại im lìm, lòng nặng trĩu bởi những tin nhắn không được hồi đáp. Những dòng chữ trống rỗng cứ lặp lại trong đầu, như lời nhắc nhở về khoảng cách không thể lấp đầy. Tôi không biết nên bắt đầu từ đâu, cũng không muốn ai đó chạm đến nỗi buồn này.",1,Qwen3-8B,1
llama-3-8b-instruct-6-0ef6602993,"Mẹo tôi ngồi trên giường, ngó cửa sổ, nghĩ đến anh. Không biết anh nghĩ đến tôi như thế nào, nhưng trong mắt tôi, anh còn là một người đàn ông khác. Mẹo tôi nhớ lại những ngày xưa, chúng ta cùng ngồi trên ghế, nói về tương lai, cười với nhau.

Tôi không thể tin, anh lại đi, và tôi không thể sống với anh. Mẹo tôi buồn, rất buồn. Tôi nghĩ anh không còn ở đây, và tôi không thể tìm lại anh nữa.

Tối nay, tôi ngủ không ngon, thức dậy nhiều lần, nhớ anh. Tôi không thể nào quên anh, và tôi không thể quên ngày xưa. Mẹo tôi chán, thật chán.",6,Llama-3-8B-Instruct,1
llama-3-8b-instruct-5-aa3e3ca203,"Tôi ngồi im trong phòng thí nghiệm, tay và chân chìm trong những con số và dữ liệu. Suddenly, tôi nhận được một tin báo và giật cả mình. không tin nổi vào tai mình luôn. Phải đọc lại đến hai ba lần mới dám chắc là thật. Có thể đó là một thông tin sai lệch, nhưng trong đầu tôi đã hình thành một ý niệm về một điều quan trọng. Tôi không có thể tin rằng điều đó có thể xảy ra trong công việc của tôi. Tôi cần thời gian để đọc kỹ lại và suy nghĩ về điều này.",5,Llama-3-8B-Instruct,1
qwen3-8b-1-e4aa8244c5,"Hôm nay mình ngồi trong văn phòng mà cảm thấy mình như một chú mèo bị bỏ rơi, ai cũng im lặng, không ai nói chuyện, không ai hỏi han. Cố gắng làm việc nhưng lại cảm thấy như đang chém gió, không biết mình đang làm cái gì. Đang ngồi gõ máy, nghĩ lại chuyện sáng nay, mình cứ thấy buồn, như cái thứ gì đó trong lòng mình đang bị xé ra từng mảnh, nhưng lại không biết nên chia sẻ với ai. Công việc thì vẫn cứ chạy, nhưng trong lòng mình thì như đang ngồi trong một cái phòng trống, không có ai, không có gì, chỉ có mình và những suy nghĩ lơ lửng trong đầu. Mình thật sự không biết mình đang làm gì, nhưng lại không muốn dừng lại, cứ thế mà trôi đi.",1,Qwen3-8B,1
qwen3-8b-2-cc8619984e,"Anh ấy nói với tôi rằng anh không còn yêu tôi nữa, giọng điệu như đang đọc một lá đơn ly hôn. Tôi không biết mình có nên khóc hay nên cười, chỉ thấy lòng như bị bóp nghẹn, muốn hét lên rằng mình đã làm gì để xứng đáng với sự lạnh lùng ấy.",2,Qwen3-8B,1
qwen3-8b-3-d43935b01a,"Hôm nay trời lạnh, mưa to, gió thổi như muốn đẩy cả thế giới vào trong những cơn hoang mang. Mình thấy sợ, sợ những điều chưa xảy ra, sợ mình không đủ sức để đối mặt với những gì sắp tới. Mùa đông luôn khiến mình nhớ về những điều không chắc chắn, giống như nỗi sợ hãi luôn âm thầm lẩn trong góc tối. Mình không biết tại sao mình lại cảm thấy như vậy, có lẽ vì mùa này khiến mình nhớ về những ngày xưa, khi cả thế giới đều mờ ảo và đầy bất an. Mình không muốn nghĩ về tương lai, nhưng vẫn không thể ngăn nổi những suy nghĩ đó tràn vào đầu, như nước mưa rơi xuống mái hiên.",3,Qwen3-8B,1
qwen3-8b-5-58a5a71717,"Tối qua khi đang lướt qua những dòng trạng thái cũ trên trang cá nhân, mình bất ngờ phát hiện ra một bức ảnh cũ, hình ảnh mình và nhóm bạn năm xưa chụp trong lớp học. Mình ngẩn ngơ một lúc, rồi đột nhiên cảm thấy như cả thế giới quay lại. Những khoảnh khắc ấy đã cách đây nhiều năm, nhưng hình ảnh trong trí nhớ vẫn còn nguyên vẹn. Một cảm giác bất ngờ, không phải vui vẻ mà là bỗng dưng nhớ lại, như một lời nhắc nhở rằng thời gian không bao giờ quay trở lại, và mình đang dần trưởng thành.",5,Qwen3-8B,1
llama-3-8b-instruct-0-c813a0606b,"Hôm nay tôi lại khỏe hơn rất nhiều, không phải là chỉ một ngày nữa. Tôi có thể chạy mướt, có thể chạy được hết vòng quanh thành phố, có thể ăn nữa không lo về bệnh viện. Nhiều người nói rằng tôi có thể sống thêm một vài tuần nữa, và điều đó thật là một điều kỳ diệu.",0,Llama-3-8B-Instruct,1
qwen3-8b-1-8f844f7be8,"Chiều nay, mình đã hoàn thành được một dự án nhỏ mà mình đã nghĩ ngợi rất lâu. Dù không lớn lao, nhưng khi nhìn lại, mình cảm thấy lòng mình nặng trĩu. Có lẽ vì thành công ấy không mang lại sự vui sướng, mà ngược lại, mình thấy buồn, buồn vì biết mình còn nhiều điều chưa đủ, chưa xứng đáng với những kỳ vọng của chính mình.",1,Qwen3-8B,1
llama-3-8b-instruct-3-8a2b086031,"Tôi đang nghĩ đến anh. Từng có lúc anh và tôi laughing together, chia sẻ chuyện, nhưng giờ anh không trả lời tin nhắn tôi nữa. Tôi không hiểu anh có thể đã thay đổi suy nghĩ về tôi hay không. Tôi lo lắng quá, cứ nghĩ đến ngày mai là tim lại đập nhanh. Sợ mình không chuẩn bị kịp, sợ mọi thứ vượt ngoài tầm kiểm soát. Sao anh có thể thay đổi thế này? Sao anh có thể quên tôi? Tôi không thể nào chịu nữa.",3,Llama-3-8B-Instruct,1
qwen3-8b-3-58600abb2e,"Chiều hôm qua, tôi ngồi trước màn hình máy tính, tay run run khi lướt qua những dòng bình luận và tin nhắn của mình trên mạng xã hội. Tôi sợ rằng, một ngày nào đó, mọi thứ sẽ không còn như trước — không phải vì tôi không còn yêu thích nơi này, mà vì tôi sợ mình sẽ không còn đủ dũng khí để tiếp tục chia sẻ những điều thật trong một thế giới mà ai cũng phải giả vờ. Tôi không biết tại sao mình lại cảm thấy như vậy, có lẽ vì thời gian qua, tôi đã để cảm xúc của mình lắng đọng lại, và bây giờ, tôi chỉ còn thấy sợ rằng, nếu không nói ra, tôi sẽ đánh mất đi một phần của chính mình.",3,Qwen3-8B,1
qwen3-8b-6-5922085b61,"Hôm nay là một ngày bình yên nhưng tôi cảm thấy trong lòng có chút nặng nề. Buổi sáng thức dậy, cơ thể như thể nặng nề hơn thường lệ, cơn mệt mỏi kéo dài suốt cả buổi. Tôi không biết chính xác nguyên nhân, có lẽ là do thức khuya những ngày trước, nhưng cảm giác như bị cắm rễ trong cơ thể, khó có thể di chuyển. Tôi cố gắng giữ bình tĩnh, uống nước, đi bộ nhẹ nhàng trong nhà, nhưng vẫn không thể che giấu sự mệt mỏi. Có những lúc tôi nghĩ rằng mình cần phải nghỉ ngơi, nhưng đồng thời cũng sợ rằng nghỉ ngơi sẽ khiến mình càng sa sút. Dù sao, tôi vẫn cố gắng giữ vững tinh thần, bởi tôi biết rằng sức khỏe của mình là điều quan trọng nhất.",6,Qwen3-8B,1
qwen3-8b-2-5f48e1f4e6,"Lần đầu tiên trong đời bị giáo viên đọc nhầm bài làm của mình thành bài của người khác, mình thật sự muốn đổi tên thành ""Huy hoàng"" rồi chạy đi làm gì đó thật gì thật để xua tan sự giận dữ này.",2,Qwen3-8B,1
llama-3-8b-instruct-0-9fe1122ad0,"Hôm nay, thời tiết trở nên ngày càng đẹp, với những cơn mưa xuân đem lại không khí mát mẻ. Tôi và đám bạn thân đã đi dạo quanh thành phố, tìm kiếm những khoảnh khắc đẹp nhất. Được ngắm nhìn những cây xanh mới nở, những ngôi nhà cũ với tường xanh, những con phố yên tĩnh... cảm giác như được sống trong một cuốn sách truyện.

Hôm nay, chúng tôi đi ăn với nhau, ngồi quanh một cái bếp nhỏ, chia sẻ những kinh nghiệm và những câu chuyện hài hước. Tôi và anh chị em tôi luôn có thể trò chuyện một cách thật thoải mái, như thể không cần nói ngôn ngữ nào khác. Giờ giấc về, tôi lại nhớ về những khoảnh khắc đó, cảm thấy như được xóa tan những lo lắng, những bận rộn của ngày thường. ðŸ’•",0,Llama-3-8B-Instruct,1
llama-3-8b-instruct-5-e18340bdc7,"Đang ngồi yên trong phòng thực tập thì nhận được tin báo rằng dự án của tôi đã được chọn vào top 3, giật cả mình không tin nổi vào tai mình luôn. Phải đọc lại đến hai ba lần mới dám chắc là thật. Lúc đó tôi cảm thấy như bị đánh rơi xuống trầm tĩnh, rồi lập tức trở lại bình thường. Xin, không thể tin là mình đã làm được điều đó. Lúc này, tất cả những cảm xúc hỗn loạn trong tôi như thể được tóm lại trong một nấc, rồi bùng nổ thành niềm hy vọng và tự hào.",5,Llama-3-8B-Instruct,1
llama-3-8b-instruct-3-8d8cb06cf6,"Tôi cứ nghĩ đến hôm nay, khi mình có thể vượt qua nỗi lo đó. Lúc đó, tôi cảm thấy rất dễ thở. Nhưng giờ, tôi lại lo lắng không yên. Tiếp tục nghĩ đến ngày mai, là tim lại đập nhanh. Sợ mình không chuẩn bị kịp, sợ mọi thứ vượt ngoài tầm kiểm soát. Ít nhiều lần như vậy, nhưng tôi lại cứ lo lắng. Ít ai hiểu rằng, một điều quan trọng chỉ là một chút.",3,Llama-3-8B-Instruct,1
llama-3-8b-instruct-4-ea2dcaa91b,"Tôi còn nhớ rõ khoảnh khắc đó, khi tôi mở ứng dụng mạng xã hội và thấy một video đã được chia sẻ. Đó là một clip về một người đàn ông ăn một món thức ăn sống, và tôi có thể hình dung ra được cảm xúc của tôi lúc đó. Ghê, là từ phù hợp nhất để miêu tả cảm xúc của tôi. Tôi không hiểu sao người ta có thể làm điều đó được. Cảm giác trong tôi giống như bị ác, toàn bộ người tôi đều rung động.",4,Llama-3-8B-Instruct,1
llama-3-8b-instruct-4-466c93f374,"Hôm nay, tôi mới vừa giành chiến thắng trong một cuộc thi ý tưởng nhỏ. Tuyên bố người khác lại vọt lên, tôi không hiểu sao họ có thể làm chuyện như vậy được. Nhìn cảnh những người khác thưởng thức niềm vui của tôi, tôi thấy ghê hết cả người. Chỉ muốn quay đi ngay lập tức, thoát khỏi nỗi nhớ.",4,Llama-3-8B-Instruct,1
qwen3-8b-1-8236ab9abf,"Hôm nay mình ngồi ăn cơm trưa cùng ba mẹ, thấy cả nhà đều vui vẻ, chỉ mình mình ngồi im lặng. Thấy ba kể chuyện xưa, mình lại nhớ ra mình đã quá lâu không về thăm họ, cứ tưởng mình còn nhiều thời gian, nào ngờ thời gian lại trôi nhanh như lúc mình lỡ hẹn với bố mẹ. Cảm giác tội nghiệp, thật ra mình không buồn mà chỉ thấy mình thật sự không xứng đáng với cái tình cảm ấm áp của gia đình.",1,Qwen3-8B,1
llama-3-8b-instruct-1-b0d25f1422,"Cảm giác nặng nề khi ngồi ở bàn làm việc, nhìn những trang giấy trắng không có ý nghĩa gì. Mấy giờ qua, tôi nghĩ rằng mình đã chán việc làm, không có động lực để tiếp tục. Cuối cùng, tôi cũng không thể kìm được cảm giác buồn.",1,Llama-3-8B-Instruct,1
qwen3-8b-4-ae42307730,"Tôi nhìn thấy cô ấy với người khác, kiểu như đang ôm hôn, mà mình thấy ghê quá. Không phải là mình ghét cô ấy, mà là cái cảm giác bỗng dưng bị chối bỏ, không lời giải thích, không dấu hiệu gì, cứ như mình không tồn tại vậy. Cả ngày hôm đó, mình chỉ muốn trốn trong phòng, không muốn nhìn ai, không muốn nói chuyện với ai. Mình ghét cảm giác này, ghét cả mình quá.",4,Qwen3-8B,1
qwen3-8b-2-3c112d6e72,"Sáng nay có một việc nhỏ nhưng khiến mình thật sự vui sướng, là mình đã hoàn thành được một dự án mình đã lăn lộn suốt hai tuần. Từ lúc bắt đầu đến khi giao công việc, mình đã từng nghĩ rằng mình sẽ không làm được vì áp lực và những khó khăn không lường trước. Nhưng hôm nay, khi nhìn lại những gì mình đã đạt được, mình thấy mình thật sự đã rất nỗ lực. Mình không biết tại sao mình lại cảm thấy bực bội thế, có lẽ vì mình đã dành quá nhiều thời gian cho điều này mà không được khen ngợi, nhưng rồi mình cũng nhận ra, mình đang tự cằn cỗi quá. Thật ra, mình nên vui hơn, vì dù nhỏ, nhưng đó là một thành tựu của mình.",2,Qwen3-8B,1
qwen3-8b-0-5842ec5bd8,"Hôm nay mình quyết định mua món đồ mình thật sự thích, dù hơi tốn một chút, nhưng cảm giác được sở hữu thứ mình muốn là thật tuyệt. Nhìn vào ví thấy mình đã tiết kiệm được đủ, nên không hối hận, ngược lại còn thấy vui sướng vì đã dám chi tiêu đúng lúc.",0,Qwen3-8B,1
llama-3-8b-instruct-0-d23bffab91,"Hôm nay tôi đi dự buổi hội thảo với các bạn học, cảm giác vô cùng hóm hở. Được ngồi xung quanh nhau, trò chuyện, chia sẻ kinh nghiệm, cảm giác rất dễ chịu. Khi mọi người cười, tôi cũng cười, khi mọi người share khó khăn, tôi cũng share. Không chỉ là sharing kinh nghiệm, tôi còn học được nhiều điều mới, và nhận ra rằng, những khó khăn chỉ là những bước ngoặt giúp tôi mạnh mẽ hơn.

Trong giờ nghỉ, chúng tôi lại ngồi lại, nói chuyện về những điều quan trọng, chia sẻ mong ước, và tin tưởng nhau. Tôi cảm thấy mình đã có một nhóm người rất quan trọng trong cuộc sống, những người hiểu và ủng hộ tôi.

Tối nay, khi về nhà, tôi lại nghĩ về buổi hội thảo, và cảm thấy rất hạnh phúc. Hôm nay, tôi được học hỏi, được chia sẻ, và được cùng nhau. Cảm giác rất dễ chịu, và tôi tin rằng, những khoảnh khắc này sẽ giúp tôi trưởng thành hơn.",0,Llama-3-8B-Instruct,1
llama-3-8b-instruct-1-d855407c74,"Tôi ngồi một chỗ, nhìn ra ngoài cửa sổ, giờ phút này cảm thấy vô cùng buồn. Lòng cứ đọng nhớ về anh, về những ngày chúng tôi đã trải qua, về những điều chúng tôi đã chia sẻ. Chết đó là chuyện của mình, ai biết bao nhiêu điều tôi đã chịu đựng, bao nhiêu điều tôi đã từ bỏ. Tóm lại, giờ phút này, tôi chỉ muốn ngồi yên, không muốn làm gì, chỉ nhớ về anh.",1,Llama-3-8B-Instruct,1
qwen3-8b-2-d3eb95cfe7,"Tối qua bị anh ấy nói mình ghen tuông, mình tức chết luôn. Ai mà không hiểu nổi, mình chẳng làm gì cả, chỉ ngồi im mà nghĩ, cái cảm giác muốn la lên nhưng lại không dám. Đau quá, không muốn ai biết mình đang giận như thế.",2,Qwen3-8B,1
qwen3-8b-6-793e8d8fd0,"Chiều nay ngồi thi cuối kỳ, mình vừa lật trang thi xong, thấy mình đã mệt đến mức muốn ngủ ngay tại chỗ. Trong lúc làm bài, mình còn tưởng mình đang xem phim hành động, mỗi khi gặp câu hỏi khó là mình lại ""bắn"" ra một đáp án ngẫu nhiên. Đến khi nộp bài, mình mới nhận ra mình đã viết toàn những câu trả lời không liên quan gì đến đề. Có lẽ mình cần nghỉ học một buổi để được nghỉ ngơi, nhưng không, mình sẽ không bao giờ làm điều đó. Thật ra, mình chỉ muốn được ngủ một giấc dài, không lo lắng, không sợ hãi, và không phải ngồi thi nữa.",6,Qwen3-8B,1
