sample_id,text,label
llama-3-8b-instruct-5-1479042f7c,"Tôi vừa nhận được tin báo rằng mình đã trúng thưởng một phần quà nhỏ. Ít ra, không tin nổi, tôi cứ nghĩ rằng phải là một sự nhầm lẫn. Phải đọc lại đến hai ba lần mới dám chắc là thật. Sợ rằng sẽ bị xước vào tai, nhưng sau khi đọc lại lần thứ hai, thì tôi mới tin được. Vừa lúc ấy, tôi cảm thấy như được ngoạm khí. Cho đến giờ, tôi vẫn chưa thể tin rằng mình đã trúng thưởng. Tất nhiên, không thể giấu giặng niềm vui của mình. Ít ra, tôi đã điên loạn lên, thậm chí cả chạy lại qua lại vài lần. Ít ra, đã đùng là một ngày đặc biệt.",
llama-3-8b-instruct-0-c78e6d8bdc,"Hôm nay tôi thực sự rất hồi hứng sau khi giải quyết xong công việc khó khăn. Có một chút công hiệu nhỏ đó, khiến tôi cảm thấy rất vui, thậm chí đến tận cuối ngày. Qua một ngày làm việc tốn thời gian, tôi mới lại có thể tìm ra chút hạnh phúc từ việc giải quyết vấn đề.",
llama-3-8b-instruct-2-e9c9a2e2b5,"Tôi lại bị ngán vì bị cho là không biết công việc của mình. Mấy người khác lại nghĩ là tôi chỉ biết ngồi ngao, không có chút hiểu biết nào. Cảm ức lại ồn ào trong đầu, chỉ muốn lên tiếng để cho người khác biết sự thật, nhưng... xong, xong, xong, thì người khác đã quay mặt lại.",
llama-3-8b-instruct-4-e26cc72f63,"Trong phòng thực tập, tôi chợp chở những mùi khác nhau trong phòng thí nghiệm. Mùi chất kích thích, mùi hoá chất, mùi khói... tôi không thể tưởng tượng ra một không gian khác hơn thế. Cảm giác của tôi là ghê, như thể đang bị bao vây bởi những thứ có thể gây nguy hiểm. Tôi không hiểu sao người ta có thể tiếp tục làm việc trong một môi trường như vậy. Mùi của những chất độc hại còn lưu lại trong không khí, làm tôi giật mình mỗi khi mở cửa phòng. Tôi cảm thấy như thể mình đang sống trong một thế giới khác, xa xa với cuộc sống hằng ngày của mình. Từng phút giây, tôi đều cảm thấy bị chôn vẹn trong một thế giới của hoá chất và mùi chất độc hại.",
qwen3-8b-4-d63bfeaf79,"Chiều hôm qua, mình bắt gặp một cảnh tượng thật sự khiến mình cảm thấy ghê tởm. Một người đàn ông đang ném rác bừa bãi xuống chân đường, không phân biệt gì cả, như thể hành động đó là chuyện hết sức bình thường. Mình cảm thấy mình đang sống trong một thế giới không còn giới hạn, mà con người cũng như rác — được vứt đi, không được coi trọng. Cảm giác đó khiến mình bỗng dưng thấy buồn và mất phương hướng.",
qwen3-8b-5-2f649f2129,"Buổi sáng nay, tôi vừa thức dậy đã cảm thấy cơ thể nặng nề, như thể toàn bộ tinh lực đã bị rút cạn. Khi vừa mở mắt, tôi không khỏi hoảng hốt vì không thể ngồi dậy, chân tay tê liệt, giọng nói khản đặc. Mới đầu tôi nghĩ mình đang mộng du, nhưng khi cố gắng cử động, sự thật đã bàng hoàng đến mức tôi không thể tin vào chính mình. Cảm giác như một cơn giật mình giữa lúc yên lặng, khiến tôi bừng tỉnh rằng sức khỏe của mình đang rẽ sang một hướng không lường trước.",
qwen3-8b-1-f2bca6f64b,"Chiều nay ngồi nhìn đồng hồ đếm từng phút trôi qua, lòng nặng trĩu bởi những khoản chi tiêu phát sinh đột ngột. Mình biết mình đã lỡ kế hoạch, nhưng thật ra mình cũng không rõ mình đã lỡ điều gì. Có lẽ là sự kiểm soát, là sự cân bằng giữa cuộc sống và tiền bạc, mà giờ đây dường như đang chệch hướng.",
llama-3-8b-instruct-4-9d0450a822,"Hôm nay, tôi thực tập lại với một người đồng nghiệp mới. Tôi chưa từng thấy người này trước, nhưng tôi nghe đã có tiếng về người này là một chuyên gia trong lĩnh vực của tôi. Khi chúng tôi ngồi xuống để thảo luận về công việc, tôi vô cùng bất ngờ. Người này hoàn toàn không có chút chuyên môn, thậm chí không có chút hiểu biết về lĩnh vực này. Tôi cảm thấy vô lực, ngã ngã và thậm chí ghê cả người.

Tôi không hiểu sao người ta có thể coi mình là một chuyên gia trong lĩnh vực này. Tôi nghĩ rằng người này chỉ đơn giản là người quen biết, không có chút kinh nghiệm hay kiến thức về lĩnh vực này. Tôi cảm thấy vô cùng thất vọng, nghĩ rằng mình đã bị lừa. Tôi không thể tin rằng người này có thể được coi là một chuyên gia. Tôi cảm thấy như thể mình đang ở trong một thế giới khác, xa xa xa so với cái thế giới thực sự.",
qwen3-8b-0-01df33efae,"Sáng nay tôi ngồi im lặng bên cạnh bàn học, mắt vẫn còn lờ lem do thiếu ngủ, nhưng tay thì vẫn mò mẫm từng trang sách. Không có tiếng động nào xung quanh, chỉ có tiếng đồng hồ chạy đều đặn, như một người bạn nhắc nhở tôi về sự trôi chảy của thời gian. Tôi cố gắng tập trung vào từng câu chữ, từng con số, từng chữ trong đề thi, nhưng cảm giác như mình đang lướt qua một dòng sông, không bao giờ chạm đến bờ. Dù vậy, trong khoảnh khắc ấy, tôi cảm thấy thật yên bình, như thể mọi thứ đang ở trong tầm kiểm soát, dù thực ra thì tôi không hề biết mình đang làm gì. Đó là một sự yên lặng không vui, mà lại có chút ngọt ngào, giống như đang được ngồi trong phòng riêng, nghe tiếng tim mình đập đều, trong khi thế giới ngoài kia vẫn vội vã qua đi.",
qwen3-8b-1-799109ebe3,"Sáng nay đi thực tập như thường lệ, nhưng hôm nay mình cứ thấy buồn không hiểu sao. Việc cũ vẫn làm như bình thường, nhưng lòng mình cứ trống rỗng, như đang nhìn cuộc đời qua một lớp kính mờ. Mình không biết vì sao, chỉ biết mình cần vài phút im lặng để thở.",
llama-3-8b-instruct-2-9d978c4b5f,"Tôi giận ngã vì anh không chịu lắng nghe tôi giải thích. Càng nói càng ngã, chỉ muốn đóng cửa lại rồi ngồi im một lúc cho hạ hỏa. Sao anh lại không hiểu được? Sao anh lại không coi tôi là người bình thường?",
llama-3-8b-instruct-0-45a2c3af3d,"Tôi không thể quên khoảnh khắc hôm nay khi đi chơi với người yêu. Sau khi uống cà phê với nhau, chúng ta đi dạo quanh công viên, nói chuyện và cười lả tả. Không khí xung quanh thật là đẹp, mát mẻ và yên tĩnh, như thể chúng ta là những người đầu tiên khám phá ra cả thế giới. Khi nhìn vào người yêu, tôi thấy mắt ngời lên, như thể cả vũ trụ đang được mở ra trước mặt. Thật khó thể tả cảm xúc của tôi, nhưng tôi biết rằng chính là lúc này, tôi mới hiểu rõ hơn giá trị của những khoảnh khắc như thế.",
llama-3-8b-instruct-3-abb017f73a,"Tôi đi ra ngoài với ý định dọn dẹp sau này. Nhưng trời đã đổ mưa, và tôi lại phải về. Tôi cảm thấy lo lắng, nhớ đến ngày mai. Sợ mình không chuẩn bị kịp, sợ mọi thứ vượt ngoài tầm kiểm soát. Tim tôi đập nhanh, và tôi ngồi xuống ghế, ngã đầu vào tay. Sao trời lại đổ mưa, làm cho tôi lo lắng thế? Vì vậy, tôi quyết định dừng lại và suy nghĩ. Sợ tôi không thể chống lại các khó khăn, sợ không có cách nào để giải quyết vấn đề. Nghiệp của tôi trở thành vấn đề của tôi. ð",
